Date,Adj Close
2021-06-18,94.91999816894531
2021-06-21,95.48999786376953
2021-06-22,94.7699966430664
2021-06-23,93.72000122070312
2021-06-24,93.19999694824219
2021-06-25,93.83000183105469
2021-06-28,96.4000015258789
2021-06-29,96.29000091552734
2021-06-30,95.3499984741211
2021-07-01,94.11000061035156
2021-07-02,94.20999908447266
2021-07-06,91.41999816894531
2021-07-07,89.62999725341797
2021-07-08,92.9000015258789
2021-07-09,91.33999633789062
2021-07-12,91.37999725341797
2021-07-13,87.56999969482422
2021-07-14,84.73999786376953
2021-07-15,84.75
2021-07-16,85.33000183105469
2021-07-19,84.26000213623047
2021-07-20,86.55000305175781
2021-07-21,84.91000366210938
2021-07-22,83.55000305175781
2021-07-23,82.72000122070312
2021-07-26,79.36000061035156
2021-07-27,79.29000091552734
2021-07-28,81.30000305175781
2021-07-29,80.3499984741211
2021-07-30,79.83000183105469
2021-08-02,80.83999633789062
2021-08-03,83.7699966430664
2021-08-04,85.44999694824219
2021-08-05,90.30999755859375
2021-08-06,88.5
2021-08-09,89.98999786376953
2021-08-10,91.83000183105469
2021-08-11,92.73999786376953
2021-08-12,92.70999908447266
2021-08-13,92.73999786376953
2021-08-16,88.0
2021-08-17,88.69999694824219
2021-08-18,81.95999908447266
2021-08-19,77.91999816894531
2021-08-20,80.16000366210938
2021-08-23,84.6500015258789
2021-08-24,87.37999725341797
2021-08-25,90.13999938964844
2021-08-26,89.9800033569336
2021-08-27,93.94999694824219
2021-08-30,95.79000091552734
2021-08-31,96.29000091552734
2021-09-01,99.6500015258789
2021-09-02,101.47000122070312
2021-09-03,102.4000015258789
2021-09-07,101.9800033569336
2021-09-08,102.30000305175781
2021-09-09,101.23999786376953
2021-09-10,101.69000244140625
2021-09-13,100.47000122070312
2021-09-14,95.1500015258789
2021-09-15,97.0
2021-09-16,96.2300033569336
2021-09-17,98.2699966430664
2021-09-20,96.44000244140625
2021-09-21,96.05999755859375
2021-09-22,96.48999786376953
2021-09-23,97.5
2021-09-24,95.11000061035156
2021-09-27,88.66000366210938
2021-09-28,87.0
2021-09-29,86.12000274658203
2021-09-30,90.19000244140625
2021-10-01,87.80000305175781
2021-10-04,84.9800033569336
2021-10-05,87.12000274658203
2021-10-06,86.48999786376953
2021-10-07,85.44999694824219
2021-10-08,81.63999938964844
2021-10-11,80.98999786376953
2021-10-12,82.79000091552734
2021-10-13,81.08000183105469
2021-10-14,81.0
2021-10-15,80.0
2021-10-18,78.0199966430664
2021-10-19,78.04000091552734
2021-10-20,76.95999908447266
2021-10-21,78.4000015258789
2021-10-22,78.22000122070312
2021-10-25,79.69000244140625
2021-10-26,80.5
2021-10-27,81.6500015258789
2021-10-28,84.7699966430664
2021-10-29,83.91999816894531
2021-11-01,85.9800033569336
2021-11-02,84.83000183105469
2021-11-03,86.0
2021-11-04,85.73999786376953
2021-11-05,83.33999633789062
2021-11-08,82.5999984741211
2021-11-09,80.91999816894531
2021-11-10,80.13999938964844
2021-11-11,81.86000061035156
2021-11-12,80.52999877929688
2021-11-15,80.54000091552734
2021-11-16,79.0999984741211
2021-11-17,77.48999786376953
2021-11-18,77.38999938964844
2021-11-19,79.31999969482422
2021-11-22,77.62000274658203
2021-11-23,77.0
2021-11-24,77.58000183105469
2021-11-26,76.48999786376953
2021-11-29,73.70999908447266
2021-11-30,75.2300033569336
2021-12-01,76.16000366210938
2021-12-02,79.12000274658203
2021-12-03,76.01000213623047
2021-12-06,78.88999938964844
2021-12-07,84.44000244140625
2021-12-08,81.01000213623047
2021-12-09,78.48999786376953
2021-12-10,77.9000015258789
2021-12-13,79.62999725341797
2021-12-14,81.75
2021-12-15,83.05000305175781
2021-12-16,79.86000061035156
2021-12-17,84.8499984741211
2021-12-20,87.5
2021-12-21,87.86000061035156
2021-12-22,85.66999816894531
2021-12-23,84.73999786376953
2021-12-27,83.68000030517578
2021-12-28,83.05000305175781
2021-12-29,82.72000122070312
2021-12-30,84.25
2021-12-31,84.08999633789062
2022-01-03,84.4000015258789
2022-01-04,83.19000244140625
2022-01-05,83.55999755859375
2022-01-06,79.38999938964844
2022-01-07,73.79000091552734
2022-01-10,73.0999984741211
2022-01-11,72.76000213623047
2022-01-12,71.20999908447266
2022-01-13,69.88999938964844
2022-01-14,72.05000305175781
2022-01-18,67.66999816894531
2022-01-19,66.75
2022-01-20,68.97000122070312
2022-01-21,67.16999816894531
2022-01-24,67.95999908447266
2022-01-25,69.06999969482422
2022-01-26,68.11000061035156
2022-01-27,64.33000183105469
2022-01-28,66.0
2022-01-31,69.93000030517578
2022-02-01,72.04000091552734
2022-02-02,69.91000366210938
2022-02-03,67.61000061035156
2022-02-04,68.62000274658203
2022-02-07,69.79000091552734
2022-02-08,69.06999969482422
2022-02-09,74.75
2022-02-10,71.4000015258789
2022-02-11,72.91000366210938
2022-02-14,71.25
2022-02-15,73.55000305175781
2022-02-16,71.16999816894531
2022-02-17,67.2300033569336
2022-02-18,66.70999908447266
2022-02-22,66.91999816894531
2022-02-23,64.79000091552734
2022-02-24,67.81999969482422
2022-02-25,67.44999694824219
2022-02-28,67.31999969482422
2022-03-01,67.37000274658203
2022-03-02,67.41999816894531
2022-03-03,64.08000183105469
2022-03-04,62.779998779296875
2022-03-07,63.0
2022-03-08,66.8499984741211
2022-03-09,67.66000366210938
2022-03-10,67.5199966430664
2022-03-11,65.41000366210938
2022-03-14,62.20000076293945
2022-03-15,63.689998626708984
2022-03-16,67.76000213623047
2022-03-17,68.86000061035156
2022-03-18,69.77999877929688
2022-03-21,68.77999877929688
2022-03-22,70.77999877929688
2022-03-23,68.7699966430664
2022-03-24,69.12000274658203
2022-03-25,68.87000274658203
2022-03-28,67.97000122070312
2022-03-29,71.48999786376953
2022-03-30,71.36000061035156
2022-03-31,72.62000274658203
2022-04-01,77.37000274658203
2022-04-04,78.1500015258789
2022-04-05,80.69999694824219
2022-04-06,82.8499984741211
2022-04-07,82.16000366210938
2022-04-08,81.88999938964844
2022-04-11,79.2699966430664
2022-04-12,80.83999633789062
2022-04-13,84.58000183105469
2022-04-14,85.4000015258789
2022-04-18,78.44000244140625
2022-04-19,78.0999984741211
2022-04-20,78.72000122070312
2022-04-21,75.22000122070312
2022-04-22,75.05999755859375
2022-04-25,75.66000366210938
2022-04-26,70.73999786376953
2022-04-27,70.9800033569336
2022-04-28,71.16999816894531
2022-04-29,70.69000244140625
2022-05-02,72.29000091552734
2022-05-03,71.47000122070312
2022-05-04,70.93000030517578
2022-05-05,66.43000030517578
2022-05-06,57.540000915527344
2022-05-09,51.79999923706055
2022-05-10,53.560001373291016
2022-05-11,50.880001068115234
2022-05-12,50.41999816894531
2022-05-13,51.470001220703125
2022-05-16,55.2599983215332
2022-05-17,54.349998474121094
2022-05-18,47.70000076293945
2022-05-19,47.0
2022-05-20,48.54999923706055
2022-05-23,47.939998626708984
2022-05-24,45.79999923706055
2022-05-25,45.91999816894531
2022-05-26,45.84000015258789
2022-05-27,48.63999938964844
2022-05-31,46.900001525878906
2022-06-01,46.13999938964844
2022-06-02,49.959999084472656
2022-06-03,51.40999984741211
2022-06-06,49.2599983215332
2022-06-07,53.22999954223633
2022-06-08,54.38999938964844
2022-06-09,51.09000015258789
2022-06-10,49.880001068115234
2022-06-13,47.68000030517578
2022-06-14,47.40999984741211
2022-06-15,50.709999084472656
2022-06-16,50.02000045776367
2022-06-17,53.290000915527344
2022-06-21,55.56999969482422
2022-06-22,56.119998931884766
2022-06-23,59.9900016784668
2022-06-24,60.56999969482422
2022-06-27,61.18000030517578
2022-06-28,58.72999954223633
2022-06-29,60.2400016784668
2022-06-30,59.65999984741211
2022-07-01,62.650001525878906
2022-07-05,63.79999923706055
2022-07-06,63.380001068115234
2022-07-07,63.83000183105469
2022-07-08,66.13999938964844
2022-07-11,65.87000274658203
2022-07-12,65.86000061035156
2022-07-13,65.83000183105469
2022-07-14,64.56999969482422
2022-07-15,64.75
2022-07-18,61.02000045776367
2022-07-19,52.88999938964844
2022-07-20,54.72999954223633
2022-07-21,54.220001220703125
2022-07-22,51.4900016784668
2022-07-25,50.93000030517578
2022-07-26,50.15999984741211
2022-07-27,50.810001373291016
2022-07-28,51.880001068115234
2022-07-29,53.279998779296875
2022-08-01,50.630001068115234
2022-08-02,51.279998779296875
2022-08-03,53.599998474121094
2022-08-04,55.77000045776367
2022-08-05,55.599998474121094
2022-08-08,52.630001068115234
2022-08-09,51.369998931884766
2022-08-10,52.15999984741211
2022-08-11,51.25
2022-08-12,51.56999969482422
2022-08-15,51.20000076293945
2022-08-16,49.310001373291016
2022-08-17,47.25
2022-08-18,48.66999816894531
2022-08-19,49.029998779296875
2022-08-22,48.150001525878906
2022-08-23,48.689998626708984
2022-08-24,52.08000183105469
2022-08-25,51.459999084472656
2022-08-26,49.5
2022-08-29,49.11000061035156
2022-08-30,49.119998931884766
2022-08-31,47.689998626708984
2022-09-01,48.470001220703125
2022-09-02,47.75
2022-09-06,47.0
2022-09-07,47.0
2022-09-08,47.72999954223633
2022-09-09,49.2400016784668
2022-09-12,48.779998779296875
2022-09-13,45.810001373291016
2022-09-14,45.27000045776367
2022-09-15,47.279998779296875
2022-09-16,46.029998779296875
2022-09-19,45.790000915527344
2022-09-20,45.310001373291016
2022-09-21,44.08000183105469
2022-09-22,43.13999938964844
2022-09-23,41.5
2022-09-26,39.959999084472656
2022-09-27,40.290000915527344
2022-09-28,41.27000045776367
2022-09-29,40.54999923706055
2022-09-30,41.40999984741211
2022-10-03,41.93000030517578
2022-10-04,42.65999984741211
2022-10-05,40.540000915527344
2022-10-06,39.939998626708984
2022-10-07,37.93000030517578
2022-10-10,37.189998626708984
2022-10-11,37.459999084472656
2022-10-12,38.470001220703125
2022-10-13,39.650001525878906
2022-10-14,37.060001373291016
2022-10-17,38.29999923706055
2022-10-18,39.45000076293945
2022-10-19,37.97999954223633
2022-10-20,37.810001373291016
2022-10-21,38.4900016784668
2022-10-24,37.13999938964844
2022-10-25,39.38999938964844
2022-10-26,39.970001220703125
2022-10-27,39.33000183105469
2022-10-28,40.7599983215332
2022-10-31,40.459999084472656
2022-11-01,41.93000030517578
2022-11-02,40.59000015258789
2022-11-03,38.16999816894531
2022-11-04,35.27000045776367
2022-11-07,35.06999969482422
2022-11-08,34.7400016784668
2022-11-09,33.720001220703125
2022-11-10,37.58000183105469
2022-11-11,36.54999923706055
2022-11-14,35.25
2022-11-15,35.459999084472656
2022-11-16,35.220001220703125
2022-11-17,35.119998931884766
2022-11-18,35.9900016784668
2022-11-21,34.369998931884766
2022-11-22,34.650001525878906
2022-11-23,34.59000015258789
2022-11-25,35.720001220703125
2022-11-28,35.400001525878906
2022-11-29,35.66999816894531
2022-11-30,36.29999923706055
2022-12-01,37.810001373291016
2022-12-02,40.16999816894531
2022-12-05,39.83000183105469
2022-12-06,39.220001220703125
2022-12-07,39.5099983215332
2022-12-08,41.209999084472656
2022-12-09,40.650001525878906
2022-12-12,42.779998779296875
2022-12-13,44.93000030517578
2022-12-14,45.459999084472656
2022-12-15,45.56999969482422
2022-12-16,45.630001068115234
2022-12-19,41.70000076293945
2022-12-20,43.900001525878906
2022-12-21,44.11000061035156
2022-12-22,44.79999923706055
2022-12-23,43.52000045776367
2022-12-27,42.869998931884766
2022-12-28,43.52000045776367
2022-12-29,45.16999816894531
2022-12-30,46.33000183105469
2023-01-03,45.52000045776367
2023-01-04,47.439998626708984
2023-01-05,47.22999954223633
2023-01-06,46.65999984741211
2023-01-09,40.599998474121094
2023-01-10,43.45000076293945
2023-01-11,41.720001220703125
2023-01-12,43.189998626708984
2023-01-13,43.54999923706055
2023-01-17,42.5
2023-01-18,42.619998931884766
2023-01-19,41.5
2023-01-20,42.400001525878906
2023-01-23,42.810001373291016
2023-01-24,43.4900016784668
2023-01-25,43.400001525878906
2023-01-26,44.13999938964844
2023-01-27,43.720001220703125
2023-01-30,42.97999954223633
2023-01-31,45.33000183105469
2023-02-01,45.2400016784668
2023-02-02,47.34000015258789
2023-02-03,45.72999954223633
2023-02-06,45.939998626708984
2023-02-07,47.63999938964844
2023-02-08,45.47999954223633
2023-02-09,45.369998931884766
2023-02-10,44.0
2023-02-13,43.810001373291016
2023-02-14,43.25
2023-02-15,44.209999084472656
2023-02-16,44.27000045776367
2023-02-17,48.709999084472656
2023-02-21,45.5
2023-02-22,46.15999984741211
2023-02-23,44.439998626708984
2023-02-24,43.75
2023-02-27,43.459999084472656
2023-02-28,44.4900016784668
2023-03-01,45.650001525878906
2023-03-02,45.04999923706055
2023-03-03,45.70000076293945
2023-03-06,44.15999984741211
2023-03-07,42.65999984741211
2023-03-08,42.4900016784668
2023-03-09,39.91999816894531
2023-03-10,38.7599983215332
2023-03-13,40.880001068115234
2023-03-14,40.560001373291016
2023-03-15,40.72999954223633
2023-03-16,40.220001220703125
2023-03-17,38.529998779296875
2023-03-20,39.0
2023-03-21,38.34000015258789
2023-03-22,37.279998779296875
2023-03-23,36.9900016784668
2023-03-24,37.68000030517578
2023-03-27,37.33000183105469
2023-03-28,37.65999984741211
2023-03-29,39.06999969482422
2023-03-30,38.63999938964844
2023-03-31,40.099998474121094
2023-04-03,40.47999954223633
2023-04-04,40.13999938964844
2023-04-05,38.7400016784668
2023-04-06,39.61000061035156
2023-04-10,37.349998474121094
2023-04-11,38.43000030517578
2023-04-12,37.4900016784668
2023-04-13,38.630001068115234
2023-04-14,38.20000076293945
2023-04-17,40.75
2023-04-18,40.97999954223633
2023-04-19,41.88999938964844
2023-04-20,41.2599983215332
2023-04-21,42.2400016784668
2023-04-24,43.61000061035156
2023-04-25,41.849998474121094
2023-04-26,42.33000183105469
2023-04-27,42.459999084472656
2023-04-28,43.66999816894531
2023-05-01,44.029998779296875
2023-05-02,42.5099983215332
2023-05-03,43.33000183105469
2023-05-04,45.810001373291016
2023-05-05,47.220001220703125
2023-05-08,47.04999923706055
2023-05-09,47.06999969482422
2023-05-10,48.58000183105469
2023-05-11,47.11000061035156
2023-05-12,47.099998474121094
2023-05-15,49.02000045776367
2023-05-16,46.689998626708984
2023-05-17,49.150001525878906
2023-05-18,50.91999816894531
2023-05-19,49.900001525878906
2023-05-22,50.709999084472656
2023-05-23,51.41999816894531
2023-05-24,49.97999954223633
2023-05-25,49.91999816894531
2023-05-26,49.83000183105469
2023-05-30,48.40999984741211
2023-05-31,49.36000061035156
2023-06-01,49.61000061035156
2023-06-02,50.849998474121094
2023-06-05,51.25
2023-06-06,51.47999954223633
2023-06-07,51.81999969482422
2023-06-08,51.58000183105469
2023-06-09,51.380001068115234
2023-06-12,51.400001525878906
2023-06-13,52.029998779296875
2023-06-14,50.09000015258789
2023-06-15,48.86000061035156
2023-06-16,48.279998779296875
2023-06-20,50.130001068115234
2023-06-21,52.150001525878906
2023-06-22,51.54999923706055
2023-06-23,50.20000076293945
2023-06-26,48.619998931884766
2023-06-27,48.54999923706055
2023-06-28,48.0099983215332
2023-06-29,46.650001525878906
2023-06-30,46.130001068115234
2023-07-03,46.65999984741211
2023-07-05,46.43000030517578
2023-07-06,45.52000045776367
