Date,Adj Close
2020-01-02,26.219999313354492
2020-01-03,25.950000762939453
2020-01-06,26.360000610351562
2020-01-07,26.020000457763672
2020-01-08,26.530000686645508
2020-01-09,26.260000228881836
2020-01-10,26.139999389648438
2020-01-13,25.530000686645508
2020-01-14,26.149999618530273
2020-01-15,26.6200008392334
2020-01-16,26.959999084472656
2020-01-17,25.31999969482422
2020-01-21,25.520000457763672
2020-01-22,25.43000030517578
2020-01-23,24.719999313354492
2020-01-24,23.40999984741211
2020-01-27,22.639999389648438
2020-01-28,22.56999969482422
2020-01-29,22.020000457763672
2020-01-30,22.1200008392334
2020-01-31,21.719999313354492
2020-02-03,21.860000610351562
2020-02-04,22.200000762939453
2020-02-05,22.25
2020-02-06,23.770000457763672
2020-02-07,23.709999084472656
2020-02-10,23.899999618530273
2020-02-11,23.420000076293945
2020-02-12,23.549999237060547
2020-02-13,23.3799991607666
2020-02-14,23.610000610351562
2020-02-18,24.25
2020-02-19,25.299999237060547
2020-02-20,25.719999313354492
2020-02-21,26.010000228881836
2020-02-24,24.950000762939453
2020-02-25,24.920000076293945
2020-02-26,25.450000762939453
2020-02-27,25.920000076293945
2020-02-28,27.0
2020-03-02,27.6200008392334
2020-03-03,27.510000228881836
2020-03-04,28.25
2020-03-05,27.770000457763672
2020-03-06,27.010000228881836
2020-03-09,25.31999969482422
2020-03-10,25.979999542236328
2020-03-11,25.049999237060547
2020-03-12,21.06999969482422
2020-03-13,22.049999237060547
2020-03-16,18.3799991607666
2020-03-17,19.209999084472656
2020-03-18,18.219999313354492
2020-03-19,20.290000915527344
2020-03-20,19.25
2020-03-23,19.010000228881836
2020-03-24,19.940000534057617
2020-03-25,19.809999465942383
2020-03-26,20.25
2020-03-27,19.920000076293945
2020-03-30,20.079999923706055
2020-03-31,19.440000534057617
2020-04-01,18.389999389648438
2020-04-02,19.100000381469727
2020-04-03,18.889999389648438
2020-04-06,21.110000610351562
2020-04-07,20.329999923706055
2020-04-08,20.850000381469727
2020-04-09,22.690000534057617
2020-04-13,23.420000076293945
2020-04-14,24.940000534057617
2020-04-15,25.670000076293945
2020-04-16,26.059999465942383
2020-04-17,27.6200008392334
2020-04-20,27.889999389648438
2020-04-21,26.049999237060547
2020-04-22,27.530000686645508
2020-04-23,27.940000534057617
2020-04-24,29.600000381469727
2020-04-27,28.780000686645508
2020-04-28,26.6200008392334
2020-04-29,28.200000762939453
2020-04-30,28.899999618530273
2020-05-01,28.450000762939453
2020-05-04,31.68000030517578
2020-05-05,30.860000610351562
2020-05-06,30.06999969482422
2020-05-07,30.579999923706055
2020-05-08,31.40999984741211
2020-05-11,33.400001525878906
2020-05-12,32.540000915527344
2020-05-13,30.979999542236328
2020-05-14,42.119998931884766
2020-05-15,44.90999984741211
2020-05-18,48.34000015258789
2020-05-19,48.150001525878906
2020-05-20,48.599998474121094
2020-05-21,50.20000076293945
2020-05-22,54.040000915527344
2020-05-26,49.349998474121094
2020-05-27,48.9900016784668
2020-05-28,46.540000915527344
2020-05-29,48.15999984741211
2020-06-01,48.939998626708984
2020-06-02,47.459999084472656
2020-06-03,46.36000061035156
2020-06-04,43.0
2020-06-05,42.630001068115234
2020-06-08,42.560001373291016
2020-06-09,43.04999923706055
2020-06-10,44.029998779296875
2020-06-11,41.0
2020-06-12,40.4900016784668
2020-06-15,42.0099983215332
2020-06-16,42.04999923706055
2020-06-17,41.900001525878906
2020-06-18,41.79999923706055
2020-06-19,39.900001525878906
2020-06-22,42.70000076293945
2020-06-23,43.599998474121094
2020-06-24,43.349998474121094
2020-06-25,43.97999954223633
2020-06-26,42.959999084472656
2020-06-29,41.86000061035156
2020-06-30,42.81999969482422
2020-07-01,42.619998931884766
2020-07-02,44.959999084472656
2020-07-06,44.459999084472656
2020-07-07,44.08000183105469
2020-07-08,44.220001220703125
2020-07-09,44.029998779296875
2020-07-10,42.81999969482422
2020-07-13,40.47999954223633
2020-07-14,41.04999923706055
2020-07-15,41.59000015258789
2020-07-16,41.5099983215332
2020-07-17,42.5
2020-07-20,43.0099983215332
2020-07-21,41.439998626708984
2020-07-22,40.20000076293945
2020-07-23,39.45000076293945
2020-07-24,38.56999969482422
2020-07-27,39.209999084472656
2020-07-28,38.0
2020-07-29,37.7400016784668
2020-07-30,38.119998931884766
2020-07-31,36.66999816894531
2020-08-03,37.58000183105469
2020-08-04,37.08000183105469
2020-08-05,38.45000076293945
2020-08-06,37.20000076293945
2020-08-07,37.630001068115234
2020-08-10,36.849998474121094
2020-08-11,35.68000030517578
2020-08-12,35.47999954223633
2020-08-13,37.27000045776367
2020-08-14,36.93000030517578
2020-08-17,38.9900016784668
2020-08-18,37.06999969482422
2020-08-19,36.790000915527344
2020-08-20,36.529998779296875
2020-08-21,36.41999816894531
2020-08-24,34.689998626708984
2020-08-25,35.349998474121094
2020-08-26,34.70000076293945
2020-08-27,34.689998626708984
2020-08-28,34.9900016784668
2020-08-31,35.650001525878906
2020-09-01,34.70000076293945
2020-09-02,33.86000061035156
2020-09-03,33.52000045776367
2020-09-04,33.029998779296875
2020-09-08,33.02000045776367
2020-09-09,33.86000061035156
2020-09-10,32.900001525878906
2020-09-11,32.380001068115234
2020-09-14,35.349998474121094
2020-09-15,35.61000061035156
2020-09-16,36.310001373291016
2020-09-17,37.18000030517578
2020-09-18,38.0
2020-09-21,34.790000915527344
2020-09-22,35.97999954223633
2020-09-23,35.220001220703125
2020-09-24,34.779998779296875
2020-09-25,37.02000045776367
2020-09-28,37.2599983215332
2020-09-29,37.720001220703125
2020-09-30,37.709999084472656
2020-10-01,37.560001373291016
2020-10-02,36.58000183105469
2020-10-05,38.869998931884766
2020-10-06,39.2599983215332
2020-10-07,40.650001525878906
2020-10-08,40.45000076293945
2020-10-09,41.540000915527344
2020-10-12,41.84000015258789
2020-10-13,43.45000076293945
2020-10-14,43.16999816894531
2020-10-15,39.56999969482422
2020-10-16,39.22999954223633
2020-10-19,36.34000015258789
2020-10-20,35.849998474121094
2020-10-21,34.47999954223633
2020-10-22,35.34000015258789
2020-10-23,36.29999923706055
2020-10-26,35.7599983215332
2020-10-27,35.93000030517578
2020-10-28,35.18000030517578
2020-10-29,35.56999969482422
2020-10-30,33.91999816894531
2020-11-02,33.25
2020-11-03,33.790000915527344
2020-11-04,31.059999465942383
2020-11-05,29.799999237060547
2020-11-06,27.799999237060547
2020-11-09,27.8799991607666
2020-11-10,29.18000030517578
2020-11-11,30.09000015258789
2020-11-12,30.84000015258789
2020-11-13,32.06999969482422
2020-11-16,33.0099983215332
2020-11-17,33.08000183105469
2020-11-18,32.939998626708984
2020-11-19,32.130001068115234
2020-11-20,31.229999542236328
2020-11-23,30.600000381469727
2020-11-24,31.110000610351562
2020-11-25,31.809999465942383
2020-11-27,31.520000457763672
2020-11-30,31.049999237060547
2020-12-01,31.950000762939453
2020-12-02,31.5
2020-12-03,32.29999923706055
2020-12-04,33.650001525878906
2020-12-07,29.059999465942383
2020-12-08,29.450000762939453
2020-12-09,28.450000762939453
2020-12-10,27.420000076293945
2020-12-11,27.420000076293945
2020-12-14,28.0
2020-12-15,28.229999542236328
2020-12-16,27.09000015258789
2020-12-17,27.200000762939453
2020-12-18,27.139999389648438
2020-12-21,27.450000762939453
2020-12-22,27.549999237060547
2020-12-23,27.889999389648438
2020-12-24,27.329999923706055
2020-12-28,27.020000457763672
2020-12-29,26.950000762939453
2020-12-30,26.639999389648438
2020-12-31,25.239999771118164
2021-01-04,25.790000915527344
2021-01-05,25.860000610351562
2021-01-06,26.68000030517578
2021-01-07,27.90999984741211
2021-01-08,27.8700008392334
2021-01-11,27.979999542236328
2021-01-12,28.190000534057617
2021-01-13,27.15999984741211
2021-01-14,31.06999969482422
2021-01-15,32.38999938964844
2021-01-19,31.600000381469727
2021-01-20,31.56999969482422
2021-01-21,31.34000015258789
2021-01-22,30.760000228881836
2021-01-25,32.97999954223633
2021-01-26,34.16999816894531
2021-01-27,37.29999923706055
2021-01-28,34.5099983215332
2021-01-29,34.70000076293945
2021-02-01,35.61000061035156
2021-02-02,36.529998779296875
2021-02-03,34.040000915527344
2021-02-04,34.34000015258789
2021-02-05,35.220001220703125
2021-02-08,34.93000030517578
2021-02-09,33.900001525878906
2021-02-10,33.36000061035156
2021-02-11,34.400001525878906
2021-02-12,34.72999954223633
2021-02-16,33.36000061035156
2021-02-17,34.9900016784668
2021-02-18,34.290000915527344
2021-02-19,34.720001220703125
2021-02-22,34.27000045776367
2021-02-23,33.77000045776367
2021-02-24,34.439998626708984
2021-02-25,32.790000915527344
2021-02-26,34.709999084472656
2021-03-01,36.5
2021-03-02,34.61000061035156
2021-03-03,33.08000183105469
2021-03-04,32.43000030517578
2021-03-05,34.0
2021-03-08,35.459999084472656
2021-03-09,37.150001525878906
2021-03-10,38.43000030517578
2021-03-11,38.56999969482422
2021-03-12,38.47999954223633
2021-03-15,39.02000045776367
2021-03-16,38.16999816894531
