Date,Adj Close
2020-01-02,357.489990234375
2020-01-03,360.04998779296875
2020-01-06,358.6300048828125
2020-01-07,361.0899963378906
2020-01-08,361.54998779296875
2020-01-09,366.1000061035156
2020-01-10,365.54998779296875
2020-01-13,369.8800048828125
2020-01-14,370.44000244140625
2020-01-15,375.010009765625
2020-01-16,377.5400085449219
2020-01-17,376.8800048828125
2020-01-21,383.3299865722656
2020-01-22,375.3800048828125
2020-01-23,368.1300048828125
2020-01-24,361.8699951171875
2020-01-27,370.4100036621094
2020-01-28,380.5299987792969
2020-01-29,376.1700134277344
2020-01-30,373.989990234375
2020-01-31,365.05999755859375
2020-02-03,369.3399963378906
2020-02-04,378.0
2020-02-05,379.82000732421875
2020-02-06,380.82000732421875
2020-02-07,384.239990234375
2020-02-10,382.4100036621094
2020-02-11,386.94000244140625
2020-02-12,385.55999755859375
2020-02-13,392.0199890136719
2020-02-14,389.4800109863281
2020-02-18,388.6000061035156
2020-02-19,394.05999755859375
2020-02-20,392.1499938964844
2020-02-21,385.6600036621094
2020-02-24,370.05999755859375
2020-02-25,357.8399963378906
2020-02-26,355.1600036621094
2020-02-27,339.1700134277344
2020-02-28,337.32000732421875
2020-03-02,345.8999938964844
2020-03-03,353.42999267578125
2020-03-04,365.7799987792969
2020-03-05,361.0299987792969
2020-03-06,337.6199951171875
2020-03-09,303.8900146484375
2020-03-10,315.80999755859375
2020-03-11,299.8299865722656
2020-03-12,274.25
2020-03-13,292.3399963378906
2020-03-16,254.8699951171875
2020-03-17,260.8900146484375
2020-03-18,201.17999267578125
2020-03-19,226.24000549316406
2020-03-20,233.66000366210938
2020-03-23,234.39999389648438
2020-03-24,265.6199951171875
2020-03-25,286.7900085449219
2020-03-26,305.5299987792969
2020-03-27,282.2300109863281
2020-03-30,295.3800048828125
2020-03-31,297.2699890136719
2020-04-01,277.1099853515625
2020-04-02,292.4700012207031
2020-04-03,288.7300109863281
2020-04-06,308.3900146484375
2020-04-07,315.1199951171875
2020-04-08,329.80999755859375
2020-04-09,327.9200134277344
2020-04-13,319.0799865722656
2020-04-14,324.42999267578125
2020-04-15,313.25
2020-04-16,305.7699890136719
2020-04-17,318.0799865722656
2020-04-20,317.69000244140625
2020-04-21,304.79998779296875
2020-04-22,311.1700134277344
2020-04-23,314.54998779296875
2020-04-24,316.0400085449219
2020-04-27,319.94000244140625
2020-04-28,325.8999938964844
2020-04-29,338.6099853515625
2020-04-30,325.6700134277344
2020-05-01,319.8299865722656
2020-05-04,317.95001220703125
2020-05-05,319.1700134277344
2020-05-06,316.8699951171875
2020-05-07,320.239990234375
2020-05-08,332.7200012207031
2020-05-11,334.6499938964844
2020-05-12,325.4200134277344
2020-05-13,319.5199890136719
2020-05-14,314.7300109863281
2020-05-15,315.07000732421875
2020-05-18,330.17999267578125
2020-05-19,327.8299865722656
2020-05-20,333.0
2020-05-21,339.2200012207031
2020-05-22,338.2900085449219
2020-05-26,351.6700134277344
2020-05-27,361.3800048828125
2020-05-28,369.92999267578125
2020-05-29,374.1199951171875
2020-06-01,365.1400146484375
2020-06-02,359.8999938964844
2020-06-03,365.2200012207031
2020-06-04,372.55999755859375
2020-06-05,377.0
2020-06-08,380.44000244140625
2020-06-09,366.1600036621094
2020-06-10,361.8999938964844
2020-06-11,341.82000732421875
2020-06-12,333.5400085449219
2020-06-15,335.44000244140625
2020-06-16,338.2900085449219
2020-06-17,332.4100036621094
2020-06-18,327.80999755859375
2020-06-19,320.9700012207031
2020-06-22,325.6499938964844
2020-06-23,317.1400146484375
2020-06-24,307.6499938964844
2020-06-25,308.510009765625
2020-06-26,299.17999267578125
2020-06-29,304.7799987792969
2020-06-30,310.95001220703125
2020-07-01,304.19000244140625
2020-07-02,298.45001220703125
2020-07-06,304.7900085449219
2020-07-07,296.95001220703125
2020-07-08,302.19000244140625
2020-07-09,290.8599853515625
2020-07-10,296.3900146484375
2020-07-13,295.69000244140625
2020-07-14,303.2099914550781
2020-07-15,321.8900146484375
2020-07-16,322.95001220703125
2020-07-17,326.3500061035156
2020-07-20,324.9200134277344
2020-07-21,329.7200012207031
2020-07-22,336.82000732421875
2020-07-23,321.7900085449219
2020-07-24,308.95001220703125
2020-07-27,307.2900085449219
2020-07-28,303.7900085449219
2020-07-29,303.55999755859375
2020-07-30,304.1199951171875
2020-07-31,306.70001220703125
2020-08-03,310.6199951171875
2020-08-04,315.3500061035156
2020-08-05,323.0
2020-08-06,321.9200134277344
2020-08-07,324.05999755859375
2020-08-10,329.2699890136719
2020-08-11,331.0199890136719
2020-08-12,331.25
2020-08-13,331.6000061035156
2020-08-14,332.17999267578125
2020-08-17,330.3800048828125
2020-08-18,320.0899963378906
2020-08-19,316.8800048828125
2020-08-20,313.239990234375
2020-08-21,309.79998779296875
2020-08-24,316.32000732421875
2020-08-25,318.6000061035156
2020-08-26,320.760009765625
2020-08-27,321.6400146484375
2020-08-28,316.44000244140625
2020-08-31,313.6099853515625
2020-09-01,314.8900146484375
2020-09-02,322.79998779296875
2020-09-03,318.7300109863281
2020-09-04,318.07000732421875
2020-09-08,312.8900146484375
2020-09-09,312.4700012207031
2020-09-10,308.0
2020-09-11,313.2099914550781
2020-09-14,321.739990234375
2020-09-15,319.55999755859375
2020-09-16,321.80999755859375
2020-09-17,324.6600036621094
2020-09-18,325.07000732421875
2020-09-21,312.5899963378906
2020-09-22,316.82000732421875
2020-09-23,309.1099853515625
2020-09-24,309.4200134277344
2020-09-25,311.9800109863281
2020-09-28,315.3900146484375
2020-09-29,311.94000244140625
2020-09-30,310.2099914550781
2020-10-01,307.75
2020-10-02,309.80999755859375
2020-10-05,315.5199890136719
2020-10-06,314.8699951171875
2020-10-07,317.8699951171875
2020-10-08,325.5
2020-10-09,325.1400146484375
2020-10-12,327.5299987792969
2020-10-13,320.0199890136719
2020-10-14,322.9599914550781
2020-10-15,327.6700134277344
2020-10-16,333.20001220703125
2020-10-19,334.29998779296875
2020-10-20,339.4599914550781
2020-10-21,328.6000061035156
2020-10-22,336.8399963378906
2020-10-23,340.4599914550781
2020-10-26,326.69000244140625
2020-10-27,315.6700134277344
2020-10-28,306.95001220703125
2020-10-29,309.3599853515625
2020-10-30,309.1499938964844
2020-11-02,313.3800048828125
2020-11-03,326.9800109863281
2020-11-04,331.82000732421875
2020-11-05,336.2099914550781
2020-11-06,336.8299865722656
2020-11-09,364.1199951171875
2020-11-10,369.7200012207031
2020-11-11,367.25
2020-11-12,366.7900085449219
2020-11-13,379.30999755859375
2020-11-16,390.8800048828125
2020-11-17,394.1700134277344
2020-11-18,391.8699951171875
2020-11-19,390.82000732421875
2020-11-20,382.0199890136719
2020-11-23,383.8599853515625
2020-11-24,392.3299865722656
2020-11-25,388.1600036621094
2020-11-27,386.239990234375
2020-11-30,377.94000244140625
2020-12-01,381.6499938964844
2020-12-02,385.82000732421875
2020-12-03,383.6300048828125
2020-12-04,392.7900085449219
2020-12-07,390.739990234375
2020-12-08,395.3599853515625
2020-12-09,394.70001220703125
2020-12-10,391.7900085449219
2020-12-11,387.510009765625
2020-12-14,380.8999938964844
2020-12-15,387.3800048828125
2020-12-16,379.80999755859375
2020-12-17,380.92999267578125
2020-12-18,380.4700012207031
2020-12-21,378.3500061035156
2020-12-22,378.8299865722656
2020-12-23,385.79998779296875
2020-12-24,383.4800109863281
2020-12-28,386.79998779296875
2020-12-29,384.9100036621094
2020-12-30,391.1000061035156
2020-12-31,391.9800109863281
2021-01-04,362.3900146484375
2021-01-05,375.489990234375
2021-01-06,368.8900146484375
2021-01-07,356.1700134277344
2021-01-08,368.3299865722656
2021-01-11,372.19000244140625
2021-01-12,382.510009765625
2021-01-13,386.9599914550781
2021-01-14,388.1199951171875
2021-01-15,382.5899963378906
2021-01-19,387.2200012207031
2021-01-20,387.75
2021-01-21,387.67999267578125
2021-01-22,389.1700134277344
2021-01-25,385.95001220703125
2021-01-26,383.67999267578125
2021-01-27,387.6199951171875
2021-01-28,367.95001220703125
2021-01-29,357.010009765625
2021-02-01,373.4599914550781
2021-02-02,383.7699890136719
2021-02-03,378.5299987792969
2021-02-04,387.44000244140625
2021-02-05,385.1600036621094
2021-02-08,387.05999755859375
2021-02-09,389.6499938964844
2021-02-10,388.30999755859375
2021-02-11,388.9599914550781
2021-02-12,387.9100036621094
2021-02-16,390.3699951171875
2021-02-17,403.239990234375
2021-02-18,408.510009765625
2021-02-19,405.9100036621094
2021-02-22,398.1099853515625
2021-02-23,380.9100036621094
2021-02-24,390.82000732421875
2021-02-25,378.04998779296875
2021-02-26,371.0
2021-03-01,380.2900085449219
2021-03-02,374.80999755859375
2021-03-03,370.6300048828125
2021-03-04,367.6600036621094
2021-03-05,387.1499938964844
2021-03-08,390.1300048828125
2021-03-09,383.8900146484375
2021-03-10,390.19000244140625
2021-03-11,390.8599853515625
2021-03-12,395.0400085449219
2021-03-15,399.1400146484375
2021-03-16,391.489990234375
2021-03-17,392.760009765625
2021-03-18,393.3500061035156
2021-03-19,386.3900146484375
2021-03-22,394.20001220703125
2021-03-23,389.70001220703125
2021-03-24,388.1000061035156
2021-03-25,398.7200012207031
2021-03-26,400.7799987792969
2021-03-29,406.1199951171875
2021-03-30,404.4100036621094
2021-03-31,413.6499938964844
2021-04-01,417.42999267578125
2021-04-05,420.94000244140625
2021-04-06,419.5
2021-04-07,415.05999755859375
2021-04-08,419.1000061035156
2021-04-09,419.7200012207031
2021-04-12,427.4599914550781
2021-04-13,423.9100036621094
2021-04-14,423.510009765625
2021-04-15,426.80999755859375
2021-04-16,429.25
2021-04-19,429.20001220703125
2021-04-20,425.6400146484375
2021-04-21,436.010009765625
2021-04-22,437.6499938964844
2021-04-23,443.4599914550781
2021-04-26,440.4200134277344
2021-04-27,442.9100036621094
2021-04-28,450.2699890136719
2021-04-29,452.2200012207031
2021-04-30,447.75
2021-05-03,442.1600036621094
2021-05-04,432.30999755859375
2021-05-05,429.2799987792969
2021-05-06,433.8699951171875
2021-05-07,435.989990234375
2021-05-10,431.9800109863281
2021-05-11,423.6099853515625
2021-05-12,412.4200134277344
2021-05-13,409.4100036621094
2021-05-14,425.8399963378906
2021-05-17,416.2900085449219
2021-05-18,409.42999267578125
2021-05-19,402.5799865722656
2021-05-20,406.44000244140625
2021-05-21,406.239990234375
2021-05-24,410.6700134277344
2021-05-25,409.8599853515625
2021-05-26,409.3699951171875
2021-05-27,417.3399963378906
2021-05-28,419.4700012207031
2021-06-01,429.07000732421875
2021-06-02,423.4200134277344
2021-06-03,421.3599853515625
2021-06-04,422.1600036621094
2021-06-07,416.9700012207031
2021-06-08,422.6300048828125
2021-06-09,418.7699890136719
2021-06-10,421.5199890136719
2021-06-11,424.0799865722656
2021-06-14,424.80999755859375
2021-06-15,426.6499938964844
2021-06-16,429.4800109863281
2021-06-17,425.989990234375
2021-06-18,422.8599853515625
2021-06-21,433.5
2021-06-22,429.8999938964844
2021-06-23,422.1199951171875
2021-06-24,423.82000732421875
2021-06-25,427.6600036621094
2021-06-28,421.4800109863281
2021-06-29,418.0
2021-06-30,418.8299865722656
2021-07-01,421.29998779296875
2021-07-02,422.5199890136719
2021-07-06,422.3299865722656
2021-07-07,427.0299987792969
2021-07-08,418.05999755859375
2021-07-09,426.7900085449219
2021-07-12,426.8599853515625
2021-07-13,437.2099914550781
2021-07-14,434.0
2021-07-15,436.4100036621094
2021-07-16,434.8599853515625
2021-07-19,420.260009765625
2021-07-20,436.4700012207031
2021-07-21,442.3800048828125
2021-07-22,442.010009765625
2021-07-23,445.6600036621094
2021-07-26,444.989990234375
2021-07-27,441.510009765625
2021-07-28,456.07000732421875
2021-07-29,448.94000244140625
2021-07-30,452.7699890136719
2021-08-02,452.8500061035156
2021-08-03,454.3900146484375
2021-08-04,453.3900146484375
2021-08-05,454.25
2021-08-06,458.17999267578125
2021-08-09,456.07000732421875
2021-08-10,452.8699951171875
2021-08-11,456.95001220703125
2021-08-12,456.7099914550781
2021-08-13,455.3500061035156
2021-08-16,454.82000732421875
2021-08-17,455.7900085449219
2021-08-18,451.94000244140625
2021-08-19,446.0299987792969
2021-08-20,450.4599914550781
2021-08-23,454.4800109863281
2021-08-24,455.9599914550781
2021-08-25,458.0299987792969
2021-08-26,453.80999755859375
2021-08-27,458.8900146484375
2021-08-30,458.9800109863281
2021-08-31,463.3800048828125
2021-09-01,457.9100036621094
2021-09-02,459.8299865722656
2021-09-03,448.80999755859375
2021-09-07,443.5899963378906
2021-09-08,445.57000732421875
2021-09-09,440.9700012207031
2021-09-10,432.82000732421875
2021-09-13,428.20001220703125
2021-09-14,431.3900146484375
2021-09-15,431.5899963378906
2021-09-16,427.9599914550781
2021-09-17,423.1499938964844
2021-09-20,418.6700134277344
2021-09-21,418.1499938964844
2021-09-22,427.25
2021-09-23,433.0799865722656
