Date,Adj Close
2020-01-02,16.389999389648438
2020-01-03,16.149999618530273
2020-01-06,17.290000915527344
2020-01-07,18.799999237060547
2020-01-08,19.260000228881836
2020-01-09,19.1299991607666
2020-01-10,18.690000534057617
2020-01-13,17.579999923706055
2020-01-14,22.739999771118164
2020-01-15,20.584999084472656
2020-01-16,22.110000610351562
2020-01-17,22.360000610351562
2020-01-21,22.010000228881836
2020-01-22,23.399999618530273
2020-01-23,24.899999618530273
2020-01-24,24.649999618530273
2020-01-27,27.979999542236328
2020-01-28,24.84000015258789
2020-01-29,24.979999542236328
2020-01-30,23.280000686645508
2020-01-31,23.15999984741211
2020-02-03,22.729999542236328
2020-02-04,22.709999084472656
2020-02-05,23.670000076293945
2020-02-06,25.450000762939453
2020-02-07,25.100000381469727
2020-02-10,24.809999465942383
2020-02-11,24.59000015258789
2020-02-12,25.420000076293945
2020-02-13,25.530000686645508
2020-02-14,25.420000076293945
2020-02-18,26.209999084472656
2020-02-19,26.200000762939453
2020-02-20,24.770000457763672
2020-02-21,24.450000762939453
2020-02-24,22.690000534057617
2020-02-25,22.079999923706055
2020-02-26,21.6299991607666
2020-02-27,19.020000457763672
2020-02-28,19.770000457763672
2020-03-02,19.8799991607666
2020-03-03,19.459999084472656
2020-03-04,20.049999237060547
2020-03-05,19.450000762939453
2020-03-06,18.18000030517578
2020-03-09,17.350000381469727
2020-03-10,17.989999771118164
2020-03-11,16.8799991607666
2020-03-12,15.010000228881836
2020-03-13,16.219999313354492
2020-03-16,14.199999809265137
2020-03-17,16.540000915527344
2020-03-18,16.440000534057617
2020-03-19,17.81999969482422
2020-03-20,17.040000915527344
2020-03-23,16.75
2020-03-24,18.100000381469727
2020-03-25,18.040000915527344
2020-03-26,19.290000915527344
2020-03-27,18.920000076293945
2020-03-30,19.700000762939453
2020-03-31,17.510000228881836
2020-04-01,16.010000228881836
2020-04-02,17.440000534057617
2020-04-03,17.200000762939453
2020-04-06,18.739999771118164
2020-04-07,17.670000076293945
2020-04-08,18.670000076293945
2020-04-09,19.559999465942383
2020-04-13,19.1299991607666
2020-04-14,20.459999084472656
2020-04-15,20.010000228881836
2020-04-16,19.350000381469727
2020-04-17,20.5
2020-04-20,20.510000228881836
2020-04-21,21.239999771118164
2020-04-22,20.93000030517578
2020-04-23,21.68000030517578
2020-04-24,22.770000457763672
2020-04-27,23.65999984741211
2020-04-28,23.170000076293945
2020-04-29,23.229999542236328
2020-04-30,21.860000610351562
2020-05-01,21.799999237060547
2020-05-04,23.209999084472656
2020-05-05,24.389999389648438
2020-05-06,25.270000457763672
2020-05-07,23.860000610351562
2020-05-08,23.889999389648438
2020-05-11,24.969999313354492
2020-05-12,23.84000015258789
2020-05-13,23.6200008392334
2020-05-14,23.06999969482422
2020-05-15,22.649999618530273
2020-05-18,23.649999618530273
2020-05-19,23.06999969482422
2020-05-20,24.40999984741211
2020-05-21,24.489999771118164
2020-05-22,25.450000762939453
2020-05-26,25.90999984741211
2020-05-27,27.3799991607666
2020-05-28,27.420000076293945
2020-05-29,27.829999923706055
2020-06-01,28.100000381469727
2020-06-02,28.40999984741211
2020-06-03,28.81999969482422
2020-06-04,27.0
2020-06-05,25.93000030517578
2020-06-08,26.079999923706055
2020-06-09,25.709999084472656
2020-06-10,25.729999542236328
2020-06-11,25.139999389648438
2020-06-12,24.709999084472656
2020-06-15,25.65999984741211
2020-06-16,26.700000762939453
2020-06-17,26.139999389648438
2020-06-18,26.020000457763672
2020-06-19,23.610000610351562
2020-06-22,24.899999618530273
2020-06-23,26.209999084472656
2020-06-24,24.969999313354492
2020-06-25,25.709999084472656
2020-06-26,23.799999237060547
2020-06-29,23.700000762939453
2020-06-30,24.18000030517578
2020-07-01,25.239999771118164
2020-07-02,25.450000762939453
2020-07-06,25.5
2020-07-07,26.6299991607666
2020-07-08,27.100000381469727
2020-07-09,26.81999969482422
2020-07-10,25.93000030517578
2020-07-13,24.809999465942383
2020-07-14,25.799999237060547
2020-07-15,27.010000228881836
2020-07-16,25.8799991607666
2020-07-17,26.479999542236328
2020-07-20,28.25
2020-07-21,24.69499969482422
2020-07-22,24.43000030517578
2020-07-23,23.40999984741211
2020-07-24,23.1299991607666
2020-07-27,23.43000030517578
2020-07-28,23.75
2020-07-29,23.700000762939453
2020-07-30,23.979999542236328
2020-07-31,23.420000076293945
2020-08-03,24.260000228881836
2020-08-04,23.389999389648438
2020-08-05,23.239999771118164
2020-08-06,31.65999984741211
2020-08-07,31.610000610351562
2020-08-10,33.59000015258789
2020-08-11,32.900001525878906
2020-08-12,29.950000762939453
2020-08-13,29.84000015258789
2020-08-14,30.639999389648438
2020-08-17,31.170000076293945
2020-08-18,32.08000183105469
2020-08-19,33.0099983215332
2020-08-20,32.90999984741211
2020-08-21,32.880001068115234
2020-08-24,33.400001525878906
2020-08-25,33.709999084472656
2020-08-26,32.459999084472656
2020-08-27,31.25
2020-08-28,31.280000686645508
2020-08-31,31.899999618530273
2020-09-01,31.610000610351562
2020-09-02,32.0
2020-09-03,30.899999618530273
2020-09-04,30.860000610351562
2020-09-08,30.459999084472656
2020-09-09,31.559999465942383
2020-09-10,32.06999969482422
2020-09-11,31.989999771118164
2020-09-14,36.06999969482422
2020-09-15,37.27000045776367
2020-09-16,38.25
2020-09-17,38.84000015258789
2020-09-18,38.61000061035156
2020-09-21,36.400001525878906
2020-09-22,35.869998931884766
2020-09-23,35.400001525878906
2020-09-24,34.790000915527344
2020-09-25,35.13999938964844
2020-09-28,35.27000045776367
2020-09-29,36.29999923706055
2020-09-30,35.83000183105469
2020-10-01,36.88999938964844
2020-10-02,38.459999084472656
2020-10-05,38.040000915527344
2020-10-06,37.45000076293945
2020-10-07,39.15999984741211
2020-10-08,40.15999984741211
2020-10-09,41.560001373291016
2020-10-12,43.650001525878906
2020-10-13,44.22999954223633
2020-10-14,43.5099983215332
2020-10-15,43.16999816894531
2020-10-16,44.150001525878906
2020-10-19,42.560001373291016
2020-10-20,41.4900016784668
2020-10-21,39.65999984741211
2020-10-22,40.91999816894531
2020-10-23,41.13999938964844
2020-10-26,42.08000183105469
2020-10-27,45.880001068115234
2020-10-28,46.13999938964844
2020-10-29,45.560001373291016
2020-10-30,42.779998779296875
2020-11-02,43.77000045776367
2020-11-03,45.86000061035156
2020-11-04,51.58000183105469
2020-11-05,52.27000045776367
2020-11-06,54.2400016784668
2020-11-09,55.810001373291016
2020-11-10,60.0
2020-11-11,66.16999816894531
2020-11-12,69.94000244140625
2020-11-13,65.16999816894531
2020-11-16,63.81999969482422
2020-11-17,67.30999755859375
2020-11-18,62.65999984741211
2020-11-19,61.75
2020-11-20,62.349998474121094
2020-11-23,62.22999954223633
2020-11-24,61.02000045776367
2020-11-25,60.619998931884766
2020-11-27,61.27000045776367
2020-11-30,60.970001220703125
2020-12-01,62.540000915527344
2020-12-02,62.52000045776367
2020-12-03,66.23999786376953
2020-12-04,72.63999938964844
2020-12-07,72.02999877929688
2020-12-08,76.97000122070312
2020-12-09,76.33000183105469
2020-12-10,79.2300033569336
2020-12-11,80.0199966430664
2020-12-14,82.2699966430664
2020-12-15,81.88999938964844
2020-12-16,83.5999984741211
2020-12-17,82.48999786376953
2020-12-18,85.5999984741211
2020-12-21,90.4800033569336
2020-12-22,93.55999755859375
2020-12-23,88.06999969482422
2020-12-24,85.87000274658203
2020-12-28,85.7699966430664
2020-12-29,84.0
2020-12-30,85.6500015258789
2020-12-31,83.76000213623047
2021-01-04,70.86000061035156
2021-01-05,70.23999786376953
2021-01-06,68.04000091552734
2021-01-07,73.87999725341797
2021-01-08,80.02999877929688
2021-01-11,76.62999725341797
2021-01-12,77.73999786376953
2021-01-13,76.19999694824219
2021-01-14,73.98999786376953
2021-01-15,73.02999877929688
2021-01-19,75.9800033569336
2021-01-20,77.51000213623047
2021-01-21,75.19999694824219
2021-01-22,79.12999725341797
2021-01-25,81.52999877929688
2021-01-26,72.9800033569336
2021-01-27,69.7300033569336
2021-01-28,70.86000061035156
2021-01-29,68.5
2021-02-01,69.7300033569336
2021-02-02,72.87999725341797
2021-02-03,68.27999877929688
2021-02-04,69.69999694824219
2021-02-05,70.56999969482422
2021-02-08,76.95999908447266
2021-02-09,72.94000244140625
2021-02-10,73.45999908447266
2021-02-11,69.55000305175781
2021-02-12,67.51000213623047
2021-02-16,63.439998626708984
2021-02-17,62.810001373291016
2021-02-18,63.33000183105469
2021-02-19,65.27999877929688
2021-02-22,65.70999908447266
2021-02-23,64.6500015258789
2021-02-24,66.76000213623047
2021-02-25,63.0
2021-02-26,71.80000305175781
2021-03-01,64.66000366210938
2021-03-02,62.91999816894531
2021-03-03,61.36000061035156
2021-03-04,58.70000076293945
2021-03-05,61.040000915527344
2021-03-08,56.630001068115234
2021-03-09,58.22999954223633
2021-03-10,58.540000915527344
2021-03-11,65.72000122070312
2021-03-12,64.69000244140625
2021-03-15,62.0099983215332
2021-03-16,62.45000076293945
2021-03-17,64.36000061035156
2021-03-18,59.5
2021-03-19,62.0099983215332
2021-03-22,61.5099983215332
2021-03-23,58.20000076293945
2021-03-24,54.59000015258789
2021-03-25,55.599998474121094
2021-03-26,55.25
2021-03-29,53.79999923706055
2021-03-30,54.209999084472656
2021-03-31,57.099998474121094
2021-04-01,55.93000030517578
2021-04-05,55.400001525878906
2021-04-06,54.790000915527344
2021-04-07,52.43000030517578
2021-04-08,52.9900016784668
2021-04-09,52.2599983215332
2021-04-12,50.29999923706055
2021-04-13,54.060001373291016
2021-04-14,55.279998779296875
2021-04-15,56.040000915527344
2021-04-16,54.0099983215332
2021-04-19,53.09000015258789
2021-04-20,52.33000183105469
2021-04-21,55.47999954223633
2021-04-22,55.060001373291016
2021-04-23,56.790000915527344
2021-04-26,60.189998626708984
2021-04-27,61.369998931884766
2021-04-28,63.2400016784668
2021-04-29,61.31999969482422
2021-04-30,60.439998626708984
2021-05-03,58.310001373291016
2021-05-04,55.619998931884766
2021-05-05,53.439998626708984
2021-05-06,53.970001220703125
2021-05-07,54.29999923706055
2021-05-10,51.56999969482422
2021-05-11,54.4900016784668
2021-05-12,51.16999816894531
2021-05-13,51.70000076293945
2021-05-14,53.900001525878906
2021-05-17,53.63999938964844
2021-05-18,55.5099983215332
2021-05-19,55.47999954223633
2021-05-20,59.0
2021-05-21,58.900001525878906
2021-05-24,61.540000915527344
2021-05-25,64.63999938964844
2021-05-26,64.88999938964844
2021-05-27,65.97000122070312
2021-05-28,63.59000015258789
2021-06-01,61.59000015258789
2021-06-02,63.7599983215332
2021-06-03,64.51000213623047
2021-06-04,64.63999938964844
2021-06-07,71.83999633789062
2021-06-08,72.73999786376953
2021-06-09,72.5
2021-06-10,74.20999908447266
2021-06-11,75.0
2021-06-14,75.05999755859375
2021-06-15,73.58000183105469
2021-06-16,73.61000061035156
2021-06-17,74.80999755859375
2021-06-18,73.7300033569336
2021-06-21,72.7300033569336
2021-06-22,69.13999938964844
2021-06-23,71.02999877929688
2021-06-24,73.44000244140625
2021-06-25,74.68000030517578
2021-06-28,75.05000305175781
2021-06-29,76.87999725341797
2021-06-30,78.44000244140625
2021-07-01,78.2300033569336
2021-07-02,77.0
2021-07-06,77.83000183105469
2021-07-07,76.20999908447266
2021-07-08,74.0999984741211
2021-07-09,72.23999786376953
2021-07-12,69.52999877929688
2021-07-13,67.1500015258789
2021-07-14,63.959999084472656
2021-07-15,64.22000122070312
2021-07-16,64.44999694824219
2021-07-19,64.66999816894531
2021-07-20,64.80000305175781
