Date,Adj Close
2020-01-02,169.77000427246094
2020-01-03,171.47999572753906
2020-01-06,177.80999755859375
2020-01-07,175.67999267578125
2020-01-08,176.9499969482422
2020-01-09,180.67999267578125
2020-01-10,182.52999877929688
2020-01-13,184.4499969482422
2020-01-14,185.25999450683594
2020-01-15,187.05999755859375
2020-01-16,191.4600067138672
2020-01-17,188.75999450683594
2020-01-21,190.9499969482422
2020-01-22,191.22000122070312
2020-01-23,192.0
2020-01-24,192.55999755859375
2020-01-27,193.00999450683594
2020-01-28,193.50999450683594
2020-01-29,195.75999450683594
2020-01-30,196.9199981689453
2020-01-31,194.0399932861328
2020-02-03,194.83999633789062
2020-02-04,197.72000122070312
2020-02-05,194.3000030517578
2020-02-06,198.41000366210938
2020-02-07,200.02999877929688
2020-02-10,202.63999938964844
2020-02-11,203.25
2020-02-12,201.80999755859375
2020-02-13,205.41000366210938
2020-02-14,212.32000732421875
2020-02-18,212.27000427246094
2020-02-19,215.6699981689453
2020-02-20,216.44000244140625
2020-02-21,212.30999755859375
2020-02-24,207.30999755859375
2020-02-25,196.72999572753906
2020-02-26,180.00999450683594
2020-02-27,183.75
2020-02-28,189.97000122070312
2020-03-02,181.50999450683594
2020-03-03,174.25999450683594
2020-03-04,179.0500030517578
2020-03-05,180.8800048828125
2020-03-06,179.3000030517578
2020-03-09,172.6699981689453
2020-03-10,180.52999877929688
2020-03-11,172.11000061035156
2020-03-12,165.6699981689453
2020-03-13,165.07000732421875
2020-03-16,137.27999877929688
2020-03-17,130.11000061035156
2020-03-18,130.00999450683594
2020-03-19,139.99000549316406
2020-03-20,142.60000610351562
2020-03-23,143.8000030517578
2020-03-24,157.50999450683594
2020-03-25,166.42999267578125
2020-03-26,177.77000427246094
2020-03-27,175.75
2020-03-30,174.5800018310547
2020-03-31,165.67999267578125
2020-04-01,159.1699981689453
2020-04-02,167.0399932861328
2020-04-03,164.9199981689453
2020-04-06,171.89999389648438
2020-04-07,165.6699981689453
2020-04-08,175.8699951171875
2020-04-09,182.94000244140625
2020-04-13,180.0
2020-04-14,185.16000366210938
2020-04-15,187.4199981689453
2020-04-16,192.35000610351562
2020-04-17,199.33999633789062
2020-04-20,203.97999572753906
2020-04-21,197.50999450683594
2020-04-22,200.00999450683594
2020-04-23,206.16000366210938
2020-04-24,203.8300018310547
2020-04-27,198.91000366210938
2020-04-28,191.64999389648438
2020-04-29,196.5500030517578
2020-04-30,199.72000122070312
2020-05-01,194.88999938964844
2020-05-04,192.88999938964844
2020-05-05,201.25999450683594
2020-05-06,206.55999755859375
2020-05-07,215.14999389648438
2020-05-08,217.6300048828125
2020-05-11,224.72999572753906
2020-05-12,220.6999969482422
2020-05-13,195.02000427246094
2020-05-14,201.55999755859375
2020-05-15,203.97999572753906
2020-05-18,201.25999450683594
2020-05-19,195.66000366210938
2020-05-20,195.4499969482422
2020-05-21,193.88999938964844
2020-05-22,192.0800018310547
2020-05-26,182.6300048828125
2020-05-27,178.42999267578125
2020-05-28,184.5800018310547
2020-05-29,188.57000732421875
2020-06-01,188.77999877929688
2020-06-02,186.5
2020-06-03,181.0
2020-06-04,172.97999572753906
2020-06-05,179.02999877929688
2020-06-08,180.9499969482422
2020-06-09,181.8699951171875
2020-06-10,186.1999969482422
2020-06-11,180.97999572753906
2020-06-12,180.55999755859375
2020-06-15,184.8000030517578
2020-06-16,183.88999938964844
2020-06-17,193.8300018310547
2020-06-18,189.5
2020-06-19,199.52000427246094
2020-06-22,201.9499969482422
2020-06-23,200.50999450683594
2020-06-24,192.11000061035156
2020-06-25,193.44000244140625
2020-06-26,187.1999969482422
2020-06-29,186.97000122070312
2020-06-30,194.25999450683594
2020-07-01,194.60000610351562
2020-07-02,201.11000061035156
2020-07-06,204.67999267578125
2020-07-07,206.1300048828125
2020-07-08,207.69000244140625
2020-07-09,211.2899932861328
2020-07-10,207.82000732421875
2020-07-13,194.00999450683594
2020-07-14,196.1699981689453
2020-07-15,202.25
2020-07-16,196.4199981689453
2020-07-17,199.92999267578125
2020-07-20,203.10000610351562
2020-07-21,202.35000610351562
2020-07-22,203.27999877929688
2020-07-23,201.6199951171875
2020-07-24,196.69000244140625
2020-07-27,192.5500030517578
2020-07-28,196.3800048828125
2020-07-29,200.38999938964844
2020-07-30,201.42999267578125
2020-07-31,203.36000061035156
2020-08-03,202.4499969482422
2020-08-04,206.3699951171875
2020-08-05,215.32000732421875
2020-08-06,220.4199981689453
2020-08-07,217.72999572753906
2020-08-10,203.94000244140625
2020-08-11,198.83999633789062
2020-08-12,204.64999389648438
2020-08-13,206.55999755859375
2020-08-14,202.1300048828125
2020-08-17,209.60000610351562
2020-08-18,209.94000244140625
2020-08-19,209.75999450683594
2020-08-20,210.0399932861328
2020-08-21,208.60000610351562
2020-08-24,209.9600067138672
2020-08-25,217.75999450683594
2020-08-26,215.42999267578125
2020-08-27,216.3300018310547
2020-08-28,214.33999633789062
2020-08-31,218.25
2020-09-01,223.2100067138672
2020-09-02,224.27999877929688
2020-09-03,209.00999450683594
2020-09-04,204.8300018310547
2020-09-08,204.57000732421875
2020-09-09,212.44000244140625
2020-09-10,213.0
2020-09-11,211.58999633789062
2020-09-14,218.11000061035156
2020-09-15,225.58999633789062
2020-09-16,222.52000427246094
2020-09-17,223.72000122070312
2020-09-18,225.02000427246094
2020-09-21,224.57000732421875
2020-09-22,230.55999755859375
2020-09-23,227.64999389648438
2020-09-24,216.5500030517578
2020-09-25,223.9600067138672
2020-09-28,227.3800048828125
2020-09-29,231.97000122070312
2020-09-30,236.58999633789062
2020-10-01,237.55999755859375
2020-10-02,231.75999450683594
2020-10-05,235.35000610351562
2020-10-06,230.74000549316406
2020-10-07,244.35000610351562
2020-10-08,247.7100067138672
2020-10-09,248.58999633789062
2020-10-12,245.97999572753906
2020-10-13,248.75
2020-10-14,247.9199981689453
2020-10-15,250.63999938964844
2020-10-16,248.3300018310547
2020-10-19,248.52000427246094
2020-10-20,245.8300018310547
2020-10-21,241.13999938964844
2020-10-22,245.25
2020-10-23,249.38999938964844
2020-10-26,253.52999877929688
2020-10-27,246.0399932861328
2020-10-28,228.41000366210938
2020-10-29,228.72000122070312
2020-10-30,222.25
2020-11-02,215.97000122070312
2020-11-03,223.10000610351562
2020-11-04,231.42999267578125
2020-11-05,255.67999267578125
2020-11-06,257.010009765625
2020-11-09,255.3300018310547
2020-11-10,260.0
2020-11-11,256.739990234375
2020-11-12,260.6499938964844
2020-11-13,256.0
2020-11-16,253.0399932861328
2020-11-17,259.6099853515625
2020-11-18,259.2699890136719
2020-11-19,264.239990234375
2020-11-20,265.239990234375
2020-11-23,265.8900146484375
2020-11-24,253.61000061035156
2020-11-25,248.86000061035156
2020-11-27,251.47999572753906
2020-11-30,257.7099914550781
2020-12-01,262.57000732421875
2020-12-02,255.07000732421875
2020-12-03,255.5399932861328
2020-12-04,258.8800048828125
2020-12-07,249.69000244140625
2020-12-08,245.64999389648438
2020-12-09,243.8800048828125
2020-12-10,246.97000122070312
2020-12-11,238.9600067138672
2020-12-14,239.0500030517578
2020-12-15,241.75999450683594
2020-12-16,238.3000030517578
2020-12-17,240.9199981689453
2020-12-18,240.64999389648438
2020-12-21,237.41000366210938
2020-12-22,254.4600067138672
2020-12-23,260.9800109863281
2020-12-24,257.2799987792969
2020-12-28,255.9499969482422
2020-12-29,260.6499938964844
2020-12-30,260.54998779296875
2020-12-31,255.6300048828125
2021-01-04,251.6199951171875
2021-01-05,253.66000366210938
2021-01-06,252.3699951171875
2021-01-07,259.2099914550781
2021-01-08,265.75
2021-01-11,254.64999389648438
2021-01-12,265.82000732421875
2021-01-13,270.3999938964844
2021-01-14,284.1400146484375
2021-01-15,281.20001220703125
2021-01-19,284.4599914550781
2021-01-20,293.04998779296875
2021-01-21,290.6199951171875
2021-01-22,290.29998779296875
2021-01-25,288.9100036621094
2021-01-26,284.5799865722656
2021-01-27,260.0
2021-01-28,275.0299987792969
2021-01-29,267.17999267578125
2021-02-01,263.75
2021-02-02,274.8399963378906
2021-02-03,274.3999938964844
2021-02-04,278.0
2021-02-05,281.1700134277344
2021-02-08,280.8900146484375
2021-02-09,282.0299987792969
2021-02-10,280.1499938964844
2021-02-11,287.1099853515625
2021-02-12,289.7699890136719
2021-02-16,282.2200012207031
2021-02-17,279.69000244140625
2021-02-18,273.30999755859375
2021-02-19,274.0299987792969
2021-02-22,256.510009765625
2021-02-23,260.739990234375
2021-02-24,262.3599853515625
2021-02-25,262.6700134277344
2021-02-26,259.1000061035156
2021-03-01,270.260009765625
2021-03-02,265.9100036621094
2021-03-03,253.10000610351562
2021-03-04,242.36000061035156
2021-03-05,252.0
2021-03-08,235.9499969482422
2021-03-09,247.55999755859375
2021-03-10,245.4199981689453
2021-03-11,259.760009765625
2021-03-12,261.8800048828125
2021-03-15,269.5400085449219
2021-03-16,265.6600036621094
2021-03-17,259.9200134277344
2021-03-18,252.0
2021-03-19,261.0299987792969
2021-03-22,269.32000732421875
2021-03-23,277.04998779296875
2021-03-24,263.6300048828125
2021-03-25,259.1700134277344
2021-03-26,266.79998779296875
2021-03-29,259.8299865722656
2021-03-30,261.3800048828125
2021-03-31,260.9200134277344
2021-04-01,264.82000732421875
2021-04-05,269.1199951171875
2021-04-06,276.95001220703125
2021-04-07,278.5
2021-04-08,284.55999755859375
2021-04-09,287.1300048828125
2021-04-12,284.7200012207031
2021-04-13,288.1300048828125
2021-04-14,284.70001220703125
2021-04-15,294.8800048828125
2021-04-16,297.0
2021-04-19,281.510009765625
2021-04-20,283.4800109863281
2021-04-21,285.19000244140625
2021-04-22,283.6400146484375
2021-04-23,295.5
2021-04-26,299.1000061035156
2021-04-27,304.05999755859375
2021-04-28,303.17999267578125
2021-04-29,301.55999755859375
2021-04-30,295.2200012207031
2021-05-03,282.0899963378906
2021-05-04,271.9599914550781
2021-05-05,264.45001220703125
2021-05-06,253.16000366210938
2021-05-07,234.19000244140625
2021-05-10,226.75
2021-05-11,229.9600067138672
2021-05-12,225.52000427246094
2021-05-13,226.02000427246094
2021-05-14,232.4199981689453
2021-05-17,228.42999267578125
2021-05-18,236.33999633789062
2021-05-19,239.7899932861328
2021-05-20,252.77999877929688
2021-05-21,253.52000427246094
2021-05-24,256.7699890136719
2021-05-25,259.6600036621094
2021-05-26,263.19000244140625
2021-05-27,272.04998779296875
2021-05-28,269.6700134277344
2021-06-01,264.4700012207031
2021-06-02,264.260009765625
2021-06-03,263.8399963378906
2021-06-04,271.8399963378906
2021-06-07,276.1099853515625
2021-06-08,278.2699890136719
2021-06-09,272.92999267578125
2021-06-10,281.6000061035156
2021-06-11,282.45001220703125
2021-06-14,283.95001220703125
2021-06-15,277.75
2021-06-16,279.489990234375
2021-06-17,284.7900085449219
2021-06-18,280.54998779296875
2021-06-21,281.5799865722656
2021-06-22,282.3800048828125
2021-06-23,280.54998779296875
2021-06-24,277.0400085449219
2021-06-25,278.3399963378906
2021-06-28,283.239990234375
2021-06-29,283.4200134277344
2021-06-30,274.510009765625
2021-07-01,278.5899963378906
2021-07-02,281.3399963378906
2021-07-06,286.7699890136719
2021-07-07,284.0400085449219
2021-07-08,282.7200012207031
2021-07-09,280.69000244140625
2021-07-12,275.6400146484375
2021-07-13,268.82000732421875
2021-07-14,260.6700134277344
2021-07-15,260.3599853515625
2021-07-16,268.3299865722656
2021-07-19,265.0
2021-07-20,272.8999938964844
2021-07-21,271.4800109863281
2021-07-22,271.4599914550781
2021-07-23,276.54998779296875
2021-07-26,263.6700134277344
2021-07-27,266.8500061035156
2021-07-28,272.510009765625
2021-07-29,273.739990234375
2021-07-30,279.69000244140625
2021-08-02,278.70001220703125
2021-08-03,278.8599853515625
2021-08-04,279.17999267578125
2021-08-05,280.45001220703125
2021-08-06,275.510009765625
2021-08-09,286.6499938964844
2021-08-10,279.3999938964844
2021-08-11,275.0299987792969
2021-08-12,281.3500061035156
2021-08-13,287.57000732421875
2021-08-16,292.9100036621094
2021-08-17,302.8399963378906
2021-08-18,297.0
2021-08-19,294.80999755859375
2021-08-20,295.2799987792969
2021-08-23,293.5400085449219
2021-08-24,300.0199890136719
2021-08-25,299.75
2021-08-26,294.1300048828125
2021-08-27,295.0899963378906
2021-08-30,296.1499938964844
2021-08-31,297.80999755859375
2021-09-01,299.989990234375
2021-09-02,301.70001220703125
2021-09-03,302.5899963378906
2021-09-07,307.2699890136719
2021-09-08,302.67999267578125
2021-09-09,302.2699890136719
2021-09-10,296.4200134277344
2021-09-13,295.1000061035156
2021-09-14,294.2900085449219
2021-09-15,291.44000244140625
2021-09-16,287.8999938964844
2021-09-17,292.45001220703125
2021-09-20,289.04998779296875
2021-09-21,293.32000732421875
2021-09-22,288.0
2021-09-23,290.6000061035156
2021-09-24,289.20001220703125
2021-09-27,286.2799987792969
2021-09-28,276.5400085449219
2021-09-29,278.9700012207031
2021-09-30,284.2300109863281
2021-10-01,285.3299865722656
2021-10-04,279.3999938964844
2021-10-05,287.0299987792969
2021-10-06,291.6300048828125
2021-10-07,293.0
2021-10-08,290.9200134277344
2021-10-11,293.2300109863281
2021-10-12,297.510009765625
2021-10-13,300.25
2021-10-14,304.0299987792969
2021-10-15,300.489990234375
2021-10-18,291.9100036621094
2021-10-19,299.92999267578125
2021-10-20,298.69000244140625
2021-10-21,303.3500061035156
2021-10-22,304.3299865722656
2021-10-25,302.20001220703125
2021-10-26,303.9200134277344
2021-10-27,299.3299865722656
2021-10-28,309.989990234375
2021-10-29,310.0199890136719
2021-11-01,308.70001220703125
2021-11-02,312.8599853515625
2021-11-03,311.9800109863281
2021-11-04,301.6099853515625
2021-11-05,308.0
2021-11-08,313.4700012207031
2021-11-09,318.2900085449219
2021-11-10,307.67999267578125
2021-11-11,314.6199951171875
2021-11-12,314.8500061035156
2021-11-15,316.2200012207031
2021-11-16,317.010009765625
2021-11-17,310.8699951171875
2021-11-18,302.760009765625
2021-11-19,301.0
2021-11-22,298.8299865722656
2021-11-23,290.79998779296875
2021-11-24,297.55999755859375
2021-11-26,295.3900146484375
2021-11-29,295.8699951171875
2021-11-30,288.44000244140625
2021-12-01,283.4599914550781
2021-12-02,287.239990234375
2021-12-03,263.1700134277344
2021-12-06,259.1400146484375
2021-12-07,272.5
2021-12-08,277.1300048828125
2021-12-09,268.5
2021-12-10,262.5199890136719
2021-12-13,264.6000061035156
