Date,Adj Close
2020-01-02,29.6200008392334
2020-01-03,29.299999237060547
2020-01-06,29.8799991607666
2020-01-07,30.059999465942383
2020-01-08,30.360000610351562
2020-01-09,30.530000686645508
2020-01-10,29.6200008392334
2020-01-13,30.25
2020-01-14,29.739999771118164
2020-01-15,28.649999618530273
2020-01-16,27.09000015258789
2020-01-17,28.260000228881836
2020-01-21,28.90999984741211
2020-01-22,29.760000228881836
2020-01-23,29.459999084472656
2020-01-24,28.0
2020-01-27,27.90999984741211
2020-01-28,28.139999389648438
2020-01-29,28.3700008392334
2020-01-30,28.690000534057617
2020-01-31,28.25
2020-02-03,28.950000762939453
2020-02-04,29.1200008392334
2020-02-05,29.420000076293945
2020-02-06,29.0
2020-02-07,28.219999313354492
2020-02-10,29.06999969482422
2020-02-11,29.489999771118164
2020-02-12,29.75
2020-02-13,29.799999237060547
2020-02-14,29.68000030517578
2020-02-18,29.950000762939453
2020-02-19,31.010000228881836
2020-02-20,34.040000915527344
2020-02-21,33.90999984741211
2020-02-24,31.65999984741211
2020-02-25,30.290000915527344
2020-02-26,29.079999923706055
2020-02-27,27.84000015258789
2020-02-28,27.190000534057617
2020-03-02,28.239999771118164
2020-03-03,26.979999542236328
2020-03-04,27.450000762939453
2020-03-05,25.670000076293945
2020-03-06,25.219999313354492
2020-03-09,23.350000381469727
2020-03-10,23.540000915527344
2020-03-11,21.59000015258789
2020-03-12,17.639999389648438
2020-03-13,19.079999923706055
2020-03-16,15.789999961853027
2020-03-17,15.880000114440918
2020-03-18,13.880000114440918
2020-03-19,16.459999084472656
2020-03-20,17.1299991607666
2020-03-23,16.799999237060547
2020-03-24,20.31999969482422
2020-03-25,21.280000686645508
2020-03-26,23.31999969482422
2020-03-27,22.219999313354492
2020-03-30,22.540000915527344
2020-03-31,23.010000228881836
2020-04-01,20.889999389648438
2020-04-02,19.6200008392334
2020-04-03,18.65999984741211
2020-04-06,19.459999084472656
2020-04-07,20.049999237060547
2020-04-08,20.31999969482422
2020-04-09,20.75
2020-04-13,18.90999984741211
2020-04-14,19.729999542236328
2020-04-15,19.540000915527344
2020-04-16,18.790000915527344
2020-04-17,20.700000762939453
2020-04-20,19.860000610351562
2020-04-21,19.31999969482422
2020-04-22,19.420000076293945
2020-04-23,19.81999969482422
2020-04-24,19.920000076293945
2020-04-27,21.889999389648438
2020-04-28,24.209999084472656
2020-04-29,25.479999542236328
2020-04-30,23.860000610351562
2020-05-01,22.6299991607666
2020-05-04,23.260000228881836
2020-05-05,22.760000228881836
2020-05-06,22.81999969482422
2020-05-07,24.049999237060547
2020-05-08,24.75
2020-05-11,23.09000015258789
2020-05-12,21.770000457763672
2020-05-13,20.350000381469727
2020-05-14,21.719999313354492
2020-05-15,22.5
2020-05-18,24.170000076293945
2020-05-19,23.729999542236328
2020-05-20,25.809999465942383
2020-05-21,28.549999237060547
2020-05-22,27.940000534057617
2020-05-26,28.200000762939453
2020-05-27,29.43000030517578
2020-05-28,28.479999542236328
2020-05-29,27.84000015258789
2020-06-01,27.420000076293945
2020-06-02,27.489999771118164
2020-06-03,29.729999542236328
2020-06-04,29.219999313354492
2020-06-05,29.610000610351562
2020-06-08,30.450000762939453
2020-06-09,30.43000030517578
2020-06-10,29.420000076293945
2020-06-11,27.010000228881836
2020-06-12,27.950000762939453
2020-06-15,29.100000381469727
2020-06-16,29.920000076293945
2020-06-17,29.729999542236328
2020-06-18,30.030000686645508
2020-06-19,30.1299991607666
2020-06-22,29.75
2020-06-23,32.599998474121094
2020-06-24,29.75
2020-06-25,30.010000228881836
2020-06-26,28.59000015258789
2020-06-29,30.18000030517578
2020-06-30,33.04999923706055
2020-07-01,33.349998474121094
2020-07-02,33.86000061035156
2020-07-06,33.93000030517578
2020-07-07,33.56999969482422
2020-07-08,35.0099983215332
2020-07-09,34.369998931884766
2020-07-10,35.2400016784668
2020-07-13,34.81999969482422
2020-07-14,35.470001220703125
2020-07-15,36.91999816894531
2020-07-16,38.439998626708984
2020-07-17,37.75
2020-07-20,38.869998931884766
2020-07-21,38.4900016784668
2020-07-22,38.4900016784668
2020-07-23,37.880001068115234
2020-07-24,37.61000061035156
2020-07-27,38.0099983215332
2020-07-28,36.79999923706055
2020-07-29,37.119998931884766
2020-07-30,37.2599983215332
2020-07-31,36.95000076293945
2020-08-03,37.13999938964844
2020-08-04,37.040000915527344
2020-08-05,39.16999816894531
2020-08-06,39.939998626708984
2020-08-07,38.72999954223633
2020-08-10,39.66999816894531
2020-08-11,38.459999084472656
2020-08-12,38.83000183105469
2020-08-13,38.5
2020-08-14,39.099998474121094
2020-08-17,37.709999084472656
2020-08-18,37.25
2020-08-19,37.11000061035156
2020-08-20,36.59000015258789
2020-08-21,35.79999923706055
2020-08-24,36.7400016784668
2020-08-25,35.97999954223633
2020-08-26,35.47999954223633
2020-08-27,35.689998626708984
2020-08-28,35.2400016784668
2020-08-31,35.38999938964844
2020-09-01,36.34000015258789
2020-09-02,36.939998626708984
2020-09-03,34.349998474121094
2020-09-04,33.90999984741211
2020-09-08,31.639999389648438
2020-09-09,31.790000915527344
2020-09-10,31.09000015258789
2020-09-11,31.639999389648438
2020-09-14,31.56999969482422
2020-09-15,30.420000076293945
2020-09-16,30.459999084472656
2020-09-17,30.690000534057617
2020-09-18,31.31999969482422
2020-09-21,31.799999237060547
2020-09-22,32.650001525878906
2020-09-23,31.18000030517578
2020-09-24,30.479999542236328
2020-09-25,31.510000228881836
2020-09-28,32.31999969482422
2020-09-29,32.880001068115234
2020-09-30,32.790000915527344
2020-10-01,32.93000030517578
2020-10-02,32.95000076293945
2020-10-05,33.529998779296875
2020-10-06,34.150001525878906
2020-10-07,35.650001525878906
2020-10-08,37.560001373291016
2020-10-09,37.470001220703125
2020-10-12,38.29999923706055
2020-10-13,38.11000061035156
2020-10-14,38.04999923706055
2020-10-15,39.0
2020-10-16,39.220001220703125
2020-10-19,38.61000061035156
2020-10-20,39.099998474121094
2020-10-21,39.0
2020-10-22,40.40999984741211
2020-10-23,39.9900016784668
2020-10-26,38.2400016784668
2020-10-27,37.630001068115234
2020-10-28,36.650001525878906
2020-10-29,37.869998931884766
2020-10-30,36.5099983215332
2020-11-02,38.209999084472656
2020-11-03,38.869998931884766
2020-11-04,39.970001220703125
2020-11-05,39.2400016784668
2020-11-06,37.4900016784668
2020-11-09,38.06999969482422
2020-11-10,37.720001220703125
2020-11-11,38.06999969482422
2020-11-12,37.529998779296875
2020-11-13,37.529998779296875
2020-11-16,38.349998474121094
2020-11-17,38.70000076293945
2020-11-18,38.290000915527344
2020-11-19,38.970001220703125
2020-11-20,38.61000061035156
2020-11-23,39.599998474121094
2020-11-24,39.790000915527344
2020-11-25,39.560001373291016
2020-11-27,40.630001068115234
2020-11-30,39.61000061035156
2020-12-01,39.59000015258789
2020-12-02,39.97999954223633
2020-12-03,43.40999984741211
2020-12-04,42.41999816894531
2020-12-07,44.709999084472656
2020-12-08,45.029998779296875
2020-12-09,45.91999816894531
2020-12-10,45.279998779296875
2020-12-11,44.93000030517578
2020-12-14,44.630001068115234
2020-12-15,44.349998474121094
2020-12-16,44.5099983215332
2020-12-17,46.0099983215332
2020-12-18,46.16999816894531
2020-12-21,44.90999984741211
2020-12-22,45.189998626708984
2020-12-23,45.16999816894531
2020-12-24,44.709999084472656
2020-12-28,44.099998474121094
2020-12-29,43.459999084472656
2020-12-30,43.84000015258789
2020-12-31,43.5
2021-01-04,43.470001220703125
2021-01-05,44.25
2021-01-06,44.83000183105469
2021-01-07,46.65999984741211
2021-01-08,47.66999816894531
2021-01-11,48.43000030517578
2021-01-12,48.86000061035156
2021-01-13,48.2599983215332
2021-01-14,49.63999938964844
2021-01-15,49.720001220703125
2021-01-19,51.04999923706055
2021-01-20,51.130001068115234
2021-01-21,50.70000076293945
2021-01-22,51.63999938964844
2021-01-25,50.90999984741211
2021-01-26,49.93000030517578
2021-01-27,48.720001220703125
2021-01-28,49.52000045776367
2021-01-29,47.58000183105469
2021-02-01,49.27000045776367
2021-02-02,50.45000076293945
2021-02-03,50.709999084472656
2021-02-04,51.290000915527344
2021-02-05,52.0
2021-02-08,53.15999984741211
2021-02-09,53.16999816894531
2021-02-10,52.58000183105469
2021-02-11,52.20000076293945
2021-02-12,52.81999969482422
2021-02-16,52.970001220703125
2021-02-17,53.13999938964844
2021-02-18,54.70000076293945
2021-02-19,52.959999084472656
2021-02-22,52.0
2021-02-23,52.400001525878906
2021-02-24,52.7599983215332
2021-02-25,52.27000045776367
2021-02-26,47.0099983215332
2021-03-01,47.029998779296875
2021-03-02,45.43000030517578
2021-03-03,47.310001373291016
2021-03-04,46.43000030517578
2021-03-05,47.09000015258789
2021-03-08,46.77000045776367
2021-03-09,47.7599983215332
2021-03-10,46.900001525878906
2021-03-11,48.25
2021-03-12,47.2400016784668
2021-03-15,47.849998474121094
2021-03-16,46.43000030517578
2021-03-17,46.04999923706055
2021-03-18,44.529998779296875
2021-03-19,44.380001068115234
2021-03-22,44.279998779296875
2021-03-23,43.279998779296875
2021-03-24,43.130001068115234
2021-03-25,43.970001220703125
2021-03-26,43.470001220703125
2021-03-29,41.36000061035156
2021-03-30,41.97999954223633
2021-03-31,41.619998931884766
2021-04-01,43.25
2021-04-05,43.290000915527344
2021-04-06,42.34000015258789
2021-04-07,42.540000915527344
2021-04-08,42.40999984741211
2021-04-09,43.369998931884766
2021-04-12,43.939998626708984
2021-04-13,43.790000915527344
2021-04-14,43.65999984741211
2021-04-15,44.02000045776367
2021-04-16,44.06999969482422
2021-04-19,43.29999923706055
2021-04-20,43.099998474121094
2021-04-21,44.13999938964844
2021-04-22,45.13999938964844
2021-04-23,46.16999816894531
2021-04-26,46.5
2021-04-27,46.599998474121094
2021-04-28,46.63999938964844
2021-04-29,47.34000015258789
2021-04-30,47.060001373291016
2021-05-03,47.20000076293945
2021-05-04,47.13999938964844
2021-05-05,47.56999969482422
2021-05-06,46.63999938964844
2021-05-07,48.41999816894531
2021-05-10,47.040000915527344
2021-05-11,47.09000015258789
2021-05-12,45.31999969482422
2021-05-13,45.97999954223633
2021-05-14,47.130001068115234
2021-05-17,47.060001373291016
2021-05-18,47.349998474121094
2021-05-19,46.939998626708984
2021-05-20,47.619998931884766
2021-05-21,47.709999084472656
2021-05-24,48.970001220703125
2021-05-25,48.95000076293945
2021-05-26,50.060001373291016
2021-05-27,49.88999938964844
2021-05-28,50.689998626708984
2021-06-01,52.4900016784668
2021-06-02,52.2599983215332
2021-06-03,51.66999816894531
2021-06-04,52.0
2021-06-07,53.22999954223633
2021-06-08,53.25
2021-06-09,53.099998474121094
2021-06-10,53.220001220703125
2021-06-11,53.040000915527344
2021-06-14,53.790000915527344
2021-06-15,54.040000915527344
2021-06-16,54.45000076293945
2021-06-17,54.25
2021-06-18,53.22999954223633
2021-06-21,54.38999938964844
2021-06-22,51.189998626708984
2021-06-23,51.83000183105469
2021-06-24,51.439998626708984
2021-06-25,51.470001220703125
2021-06-28,50.029998779296875
2021-06-29,49.38999938964844
2021-06-30,48.5
2021-07-01,50.0
2021-07-02,50.189998626708984
2021-07-06,51.25
2021-07-07,51.83000183105469
2021-07-08,50.4900016784668
2021-07-09,52.36000061035156
2021-07-12,53.52000045776367
2021-07-13,52.38999938964844
2021-07-14,51.88999938964844
2021-07-15,50.77000045776367
2021-07-16,49.849998474121094
2021-07-19,48.09000015258789
2021-07-20,50.0
2021-07-21,50.75
2021-07-22,50.02000045776367
2021-07-23,50.11000061035156
2021-07-26,50.209999084472656
2021-07-27,49.65999984741211
2021-07-28,49.56999969482422
2021-07-29,51.380001068115234
2021-07-30,51.33000183105469
2021-08-02,51.2599983215332
2021-08-03,51.689998626708984
2021-08-04,51.63999938964844
2021-08-05,50.70000076293945
2021-08-06,50.4900016784668
2021-08-09,50.36000061035156
2021-08-10,50.47999954223633
2021-08-11,50.189998626708984
2021-08-12,49.9900016784668
2021-08-13,49.90999984741211
2021-08-16,49.810001373291016
2021-08-17,49.09000015258789
2021-08-18,48.9900016784668
2021-08-19,48.630001068115234
2021-08-20,49.11000061035156
2021-08-23,50.70000076293945
2021-08-24,50.970001220703125
2021-08-25,51.369998931884766
2021-08-26,51.04999923706055
2021-08-27,52.09000015258789
2021-08-30,52.0099983215332
2021-08-31,51.880001068115234
2021-09-01,52.939998626708984
2021-09-02,53.54999923706055
2021-09-03,53.34000015258789
2021-09-07,52.310001373291016
2021-09-08,51.41999816894531
2021-09-09,51.290000915527344
2021-09-10,51.91999816894531
2021-09-13,52.5099983215332
2021-09-14,52.029998779296875
2021-09-15,52.25
2021-09-16,52.79999923706055
2021-09-17,52.70000076293945
2021-09-20,49.22999954223633
2021-09-21,49.369998931884766
2021-09-22,50.22999954223633
2021-09-23,51.650001525878906
2021-09-24,51.880001068115234
2021-09-27,53.279998779296875
2021-09-28,52.29999923706055
2021-09-29,52.2599983215332
2021-09-30,52.369998931884766
2021-10-01,52.650001525878906
2021-10-04,53.09000015258789
2021-10-05,55.56999969482422
2021-10-06,55.15999984741211
2021-10-07,56.68000030517578
2021-10-08,57.65999984741211
2021-10-11,58.84000015258789
2021-10-12,58.130001068115234
2021-10-13,58.88999938964844
2021-10-14,58.970001220703125
2021-10-15,58.40999984741211
2021-10-18,59.150001525878906
2021-10-19,60.310001373291016
2021-10-20,60.849998474121094
2021-10-21,61.7599983215332
2021-10-22,61.47999954223633
2021-10-25,62.04999923706055
2021-10-26,62.4900016784668
2021-10-27,61.22999954223633
2021-10-28,61.5
2021-10-29,62.86000061035156
2021-11-01,64.0
2021-11-02,64.08999633789062
2021-11-03,65.72000122070312
2021-11-04,65.4000015258789
2021-11-05,66.58000183105469
2021-11-08,66.93000030517578
2021-11-09,67.0999984741211
2021-11-10,66.80999755859375
2021-11-11,68.13999938964844
2021-11-12,67.76000213623047
2021-11-15,68.0
2021-11-16,67.58999633789062
2021-11-17,67.43000030517578
2021-11-18,68.20999908447266
2021-11-19,68.1500015258789
2021-11-22,67.27999877929688
2021-11-23,67.41999816894531
2021-11-24,67.2300033569336
2021-11-26,65.5199966430664
2021-11-29,63.75
2021-11-30,61.540000915527344
2021-12-01,61.79999923706055
2021-12-02,63.060001373291016
2021-12-03,62.709999084472656
2021-12-06,64.37999725341797
2021-12-07,65.52999877929688
2021-12-08,66.66999816894531
2021-12-09,65.08999633789062
2021-12-10,64.70999908447266
2021-12-13,62.459999084472656
2021-12-14,61.470001220703125
2021-12-15,61.0099983215332
